DISTRICT,CNTYNAME,COUNTY,DAD_POST,DFLALTED,DFLCHART,DISTNAME,D_RATING,OUTCOME,REGION,asvab_status
"'102903","HARRISON","'102","0","N","N","WASKOM ISD","B","Meets Requirements","'07"," "
"'102904","HARRISON","'102"," ","N","N","HALLSVILLE ISD","Not Rated: Data Under Review","Needs Assistance","'07"," "
"'102905","HARRISON","'102","0","N","N","HARLETON ISD","A","Meets Requirements","'07"," "
"'102906","HARRISON","'102","0","N","N","ELYSIAN FIELDS ISD","A","Meets Requirements","'07"," "
"'103901","HARTLEY","'103"," ","N","N","CHANNING ISD","B","Meets Requirements","'16"," "
"'103902","HARTLEY","'103"," ","N","N","HARTLEY ISD","A","Meets Requirements","'16","ASVAB Alternative Test Offered"
"'104901","HASKELL","'104","0","N","N","HASKELL CISD","A","Meets Requirements","'14"," "
"'104903","HASKELL","'104"," ","N","N","RULE ISD","B","Meets Requirements","'14"," "
"'104907","HASKELL","'104"," ","N","N","PAINT CREEK ISD","A","Meets Requirements","'14","ASVAB Alternative Test Offered"
"'105801","HAYS","'105"," ","N","Y","KATHERINE ANNE PORTER SCHOOL","C","Meets Requirements","'13","ASVAB Test not Offered"
"'105802","HAYS","'105"," ","N","Y","TEXAS PREPARATORY SCHOOL","A","Meets Requirements","'13"," "
"'105803","HAYS","'105"," ","N","Y","KI CHARTER ACADEMY","Not Rated: Data Under Review","Meets Requirements","'13"," "
"'105902","HAYS","'105","0","N","N","SAN MARCOS CISD","C","Needs Assistance","'13"," "
"'105904","HAYS","'105","0","N","N","DRIPPING SPRINGS ISD","A","Meets Requirements","'13"," "
"'105905","HAYS","'105","0","N","N","WIMBERLEY ISD","A","Meets Requirements","'13","ASVAB Alternative Test Offered"
"'105906","HAYS","'105","0","N","N","HAYS CISD","B","Needs Assistance","'13"," "
"'106901","HEMPHILL","'106","1","N","N","CANADIAN ISD","A","Meets Requirements","'16"," "
"'107901","HENDERSON","'107","1","N","N","ATHENS ISD","B","Needs Assistance","'10"," "
"'107902","HENDERSON","'107","0","N","N","BROWNSBORO ISD","B","Meets Requirements","'07"," "
"'107904","HENDERSON","'107","0","N","N","CROSS ROADS ISD","B","Meets Requirements","'07"," "
"'107905","HENDERSON","'107","0","N","N","EUSTACE ISD","B","Meets Requirements","'07"," "
"'107906","HENDERSON","'107","1","N","N","MALAKOFF ISD","A","Meets Requirements","'07"," "
"'107907","HENDERSON","'107"," ","N","N","TRINIDAD ISD","B","Meets Requirements","'07"," "
"'107908","HENDERSON","'107"," ","N","N","MURCHISON ISD","Not Rated: Senate Bill 1365","Meets Requirements","'07"," "
"'107910","HENDERSON","'107","0","N","N","LAPOYNOR ISD","B","Meets Requirements","'07"," "
"'108802","HIDALGO","'108","0","N","Y","HORIZON MONTESSORI PUBLIC SCHOOLS","C","Meets Requirements","'01"," "
"'108804","HIDALGO","'108"," ","Y","Y","TRIUMPH PUBLIC HIGH SCHOOLS-RIO GRANDE VALLEY","Not Rated: Data Under Review","Meets Requirements","'01"," "
"'108807","HIDALGO","'108","1","N","Y","IDEA PUBLIC SCHOOLS","B","Meets Requirements","'01","ASVAB Test not Offered"
"'108808","HIDALGO","'108","1","N","Y","VANGUARD ACADEMY","A","Meets Requirements","'01"," "
"'108809","HIDALGO","'108"," ","N","Y","EXCELLENCE IN LEADERSHIP ACADEMY","B","Meets Requirements","'01"," "
"'108902","HIDALGO","'108","0","N","N","DONNA ISD","B","Needs Assistance","'01"," "
"'108903","HIDALGO","'108","0","N","N","EDCOUCH-ELSA ISD","B","Needs Intervention","'01"," "
"'108904","HIDALGO","'108","1","N","N","EDINBURG CISD","A","Meets Requirements","'01"," "
"'108905","HIDALGO","'108","1","N","N","HIDALGO ISD","A","Meets Requirements","'01"," "
"'108906","HIDALGO","'108","1","N","N","MCALLEN ISD","A","Meets Requirements","'01"," "
"'108907","HIDALGO","'108","0","N","N","MERCEDES ISD","B","Needs Assistance","'01"," "
"'108908","HIDALGO","'108"," ","N","N","MISSION CISD","Not Rated: Data Under Review","Needs Intervention","'01"," "
"'108909","HIDALGO","'108","0","N","N","PHARR-SAN JUAN-ALAMO ISD","A","Meets Requirements","'01"," "
"'108910","HIDALGO","'108","0","N","N","PROGRESO ISD","B","Needs Intervention","'01"," "
"'108911","HIDALGO","'108","0","N","N","SHARYLAND ISD","A","Meets Requirements","'01"," "
"'108912","HIDALGO","'108","0","N","N","LA JOYA ISD","B","Needs Assistance","'01"," "
"'108913","HIDALGO","'108","0","N","N","WESLACO ISD","B","Needs Assistance","'01"," "
"'108914","HIDALGO","'108","0","N","N","LA VILLA ISD","Not Rated: Senate Bill 1365","Meets Requirements","'01"," "
"'108915","HIDALGO","'108","0","N","N","MONTE ALTO ISD","B","Meets Requirements","'01"," "
"'108916","HIDALGO","'108","1","N","N","VALLEY VIEW ISD","A","Meets Requirements","'01"," "
"'109901","HILL","'109"," ","N","N","ABBOTT ISD","A","Meets Requirements","'12"," "
"'109902","HILL","'109"," ","N","N","BYNUM ISD","A","Meets Requirements","'12"," "
"'109903","HILL","'109"," ","N","N","COVINGTON ISD","B","Meets Requirements","'12"," "
"'109904","HILL","'109","0","N","N","HILLSBORO ISD","B","Meets Requirements","'12"," "
"'109905","HILL","'109","0","N","N","HUBBARD ISD","B","Meets Requirements","'12"," "
"'109907","HILL","'109","0","N","N","ITASCA ISD","B","Meets Requirements","'12"," "
"'109908","HILL","'109"," ","N","N","MALONE ISD","Not Rated: Senate Bill 1365","Meets Requirements","'12"," "
"'109910","HILL","'109"," ","N","N","MOUNT CALM ISD","B","Meets Requirements","'12"," "
"'109911","HILL","'109","0","N","N","WHITNEY ISD","C","Meets Requirements","'12"," "
"'109912","HILL","'109","0","N","N","AQUILLA ISD","A","Meets Requirements","'12"," "
"'109913","HILL","'109"," ","N","N","BLUM ISD","B","Meets Requirements","'12"," "
"'109914","HILL","'109"," ","N","N","PENELOPE ISD","B","Meets Requirements","'12"," "
"'110901","HOCKLEY","'110"," ","N","N","ANTON ISD","B","Meets Requirements","'17"," "
"'110902","HOCKLEY","'110","0","N","N","LEVELLAND ISD","B","Meets Requirements","'17"," "
"'110905","HOCKLEY","'110"," ","N","N","ROPES ISD","A","Meets Requirements","'17"," "
"'110906","HOCKLEY","'110"," ","N","N","SMYER ISD","A","Meets Requirements","'17"," "
"'110907","HOCKLEY","'110","1","N","N","SUNDOWN ISD","B","Meets Requirements","'17","ASVAB Alternative Test Offered"
"'110908","HOCKLEY","'110"," ","N","N","WHITHARRAL ISD","A","Meets Requirements","'17"," "
"'111801","HOOD","'111"," ","Y","Y","LAKE GRANBURY ACADEMY CHARTER SCHOOL","Not Rated","Meets Requirements","'11","ASVAB Test not Offered"
"'111901","HOOD","'111","0","N","N","GRANBURY ISD","B","Meets Requirements","'11"," "
"'111902","HOOD","'111","0","N","N","LIPAN ISD","A","Meets Requirements","'11"," "
"'111903","HOOD","'111","0","N","N","TOLAR ISD","A","Meets Requirements","'11"," "
"'112901","HOPKINS","'112","0","N","N","SULPHUR SPRINGS ISD","B","Needs Assistance","'08"," "
"'112905","HOPKINS","'112","0","N","N","CUMBY ISD","B","Meets Requirements","'08"," "
"'112906","HOPKINS","'112","0","N","N","NORTH HOPKINS ISD","A","Meets Requirements","'08"," "
"'112907","HOPKINS","'112"," ","N","N","MILLER GROVE ISD","A","Meets Requirements","'08"," "
"'112908","HOPKINS","'112"," ","N","N","COMO-PICKTON CISD","B","Meets Requirements","'08"," "
"'112909","HOPKINS","'112"," ","N","N","SALTILLO ISD","A","Meets Requirements","'08"," "
"'112910","HOPKINS","'112"," ","N","N","SULPHUR BLUFF ISD","B","Meets Requirements","'08"," "
"'113901","HOUSTON","'113","0","N","N","CROCKETT ISD","C","Needs Assistance","'06"," "
"'113902","HOUSTON","'113","0","N","N","GRAPELAND ISD","B","Meets Requirements","'06"," "
"'113903","HOUSTON","'113","0","N","N","LOVELADY ISD","B","Meets Requirements","'06"," "
"'113905","HOUSTON","'113","0","N","N","LATEXO ISD","A","Meets Requirements","'06"," "
"'113906","HOUSTON","'113"," ","N","N","KENNARD ISD","A","Meets Requirements","'06"," "
"'114901","HOWARD","'114","0","N","N","BIG SPRING ISD","C","Needs Assistance","'18"," "
"'114902","HOWARD","'114","0","N","N","COAHOMA ISD","C","Meets Requirements","'18"," "
"'114904","HOWARD","'114","0","N","N","FORSAN ISD","A","Meets Requirements","'18"," "
"'115901","HUDSPETH","'115","0","N","N","FT HANCOCK ISD","B","Meets Requirements","'19"," "
"'115902","HUDSPETH","'115"," ","N","N","SIERRA BLANCA ISD","B","Meets Requirements","'19"," "
"'115903","HUDSPETH","'115"," ","N","N","DELL CITY ISD","A","Meets Requirements","'19"," "
"'116901","HUNT","'116","1","N","N","CADDO MILLS ISD","A","Meets Requirements","'10"," "
"'116902","HUNT","'116","0","N","N","CELESTE ISD","B","Meets Requirements","'10"," "
"'116903","HUNT","'116","0","N","N","COMMERCE ISD","B","Needs Assistance","'10"," "
"'116905","HUNT","'116","0","N","N","GREENVILLE ISD","C","Needs Intervention","'10"," "
"'116906","HUNT","'116","0","N","N","LONE OAK ISD","A","Meets Requirements","'10"," "
"'116908","HUNT","'116","0","N","N","QUINLAN ISD","B","Needs Assistance","'10"," "
"'116909","HUNT","'116","0","N","N","WOLFE CITY ISD","B","Meets Requirements","'10"," "
"'116910","HUNT","'116","0","N","N","CAMPBELL ISD","C","Meets Requirements","'10"," "
"'116915","HUNT","'116","0","N","N","BLAND ISD","A","Meets Requirements","'10"," "
"'116916","HUNT","'116","1","N","N","BOLES ISD","B","Meets Requirements","'10"," "
"'117901","HUTCHINSON","'117","0","N","N","BORGER ISD","B","Meets Requirements","'16"," "
"'117903","HUTCHINSON","'117","0","N","N","SANFORD-FRITCH ISD","B","Meets Requirements","'16"," "
"'117904","HUTCHINSON","'117","0","N","N","PLEMONS-STINNETT-PHILLIPS CISD","A","Meets Requirements","'16"," "
"'117907","HUTCHINSON","'117"," ","N","N","SPRING CREEK ISD","B","Meets Requirements","'16"," "
"'118902","IRION","'118","0","N","N","IRION COUNTY ISD","A","Meets Requirements","'15"," "
"'119901","JACK","'119"," ","N","N","BRYSON ISD","A","Meets Requirements","'09"," "
"'119902","JACK","'119","0","N","N","JACKSBORO ISD","B","Meets Requirements","'09"," "
"'119903","JACK","'119","0","N","N","PERRIN-WHITT CISD","A","Meets Requirements","'09"," "
"'120901","JACKSON","'120","1","N","N","EDNA ISD","B","Meets Requirements","'03"," "
"'120902","JACKSON","'120","0","N","N","GANADO ISD","B","Meets Requirements","'03"," "
"'120905","JACKSON","'120","1","N","N","INDUSTRIAL ISD","A","Meets Requirements","'03"," "
"'121902","JASPER","'121","0","N","N","BROOKELAND ISD","B","Meets Requirements","'05"," "
"'121903","JASPER","'121","0","N","N","BUNA ISD","B","Needs Assistance","'05"," "
"'121904","JASPER","'121","0","N","N","JASPER ISD","Not Rated: Senate Bill 1365","Needs Substantial Intervention","'05"," "
"'121905","JASPER","'121","0","N","N","KIRBYVILLE CISD","B","Meets Requirements","'05"," "
"'121906","JASPER","'121","0","N","N","EVADALE ISD","A","Meets Requirements","'05"," "
"'122901","JEFF DAVIS","'122"," ","N","N","FT DAVIS ISD","B","Meets Requirements","'18"," "
"'122902","JEFF DAVIS","'122"," ","N","N","VALENTINE ISD","A","Meets Requirements","'18"," "
"'123803","JEFFERSON","'123","0","N","Y","TEKOA ACADEMY OF ACCELERATED STUDIES STEM SCHOOL","B","Meets Requirements","'05"," "
"'123805","JEFFERSON","'123"," ","N","Y","EHRHART SCHOOL","B","Meets Requirements","'05"," "
"'123807","JEFFERSON","'123","1","N","Y","BOB HOPE SCHOOL","A","Meets Requirements","'05"," "
"'123905","JEFFERSON","'123","1","N","N","NEDERLAND ISD","A","Meets Requirements","'05"," "
"'123907","JEFFERSON","'123","0","N","N","PORT ARTHUR ISD","C","Needs Intervention","'05"," "
"'123908","JEFFERSON","'123","0","N","N","PORT NECHES-GROVES ISD","B","Needs Assistance","'05"," "
"'123910","JEFFERSON","'123","0","N","N","BEAUMONT ISD","Not Rated: Senate Bill 1365","Needs Substantial Intervention","'05"," "
"'123913","JEFFERSON","'123"," ","N","N","SABINE PASS ISD","B","Meets Requirements","'05"," "
"'123914","JEFFERSON","'123","0","N","N","HAMSHIRE-FANNETT ISD","C","Meets Requirements","'05"," "
"'124901","JIM HOGG","'124","1","N","N","JIM HOGG COUNTY ISD","A","Meets Requirements","'01"," "
"'125901","JIM WELLS","'125","0","N","N","ALICE ISD","C","Needs Assistance","'02"," "
"'125902","JIM WELLS","'125","0","N","N","BEN BOLT-PALITO BLANCO ISD","B","Meets Requirements","'02"," "
"'125903","JIM WELLS","'125","0","N","N","ORANGE GROVE ISD","A","Meets Requirements","'02"," "
"'125905","JIM WELLS","'125","0","N","N","PREMONT ISD","B","Meets Requirements","'02","ASVAB Alternative Test Offered"
"'125906","JIM WELLS","'125"," ","N","N","LA GLORIA ISD","B","Meets Requirements","'02"," "
"'126901","JOHNSON","'126","0","N","N","ALVARADO ISD","C","Meets Requirements","'11"," "
"'126902","JOHNSON","'126","0","N","N","BURLESON ISD","B","Meets Requirements","'11"," "
"'126903","JOHNSON","'126","0","N","N","CLEBURNE ISD","B","Needs Assistance","'11"," "
"'126904","JOHNSON","'126","0","N","N","GRANDVIEW ISD","A","Meets Requirements","'11"," "
"'126905","JOHNSON","'126","1","N","N","JOSHUA ISD","A","Meets Requirements","'11"," "
"'126906","JOHNSON","'126","0","N","N","KEENE ISD","B","Meets Requirements","'11"," "
"'126907","JOHNSON","'126","0","N","N","RIO VISTA ISD","B","Meets Requirements","'11"," "
"'126908","JOHNSON","'126","0","N","N","VENUS ISD","B","Needs Assistance","'11"," "
"'126911","JOHNSON","'126","0","N","N","GODLEY ISD","B","Needs Intervention","'11"," "
"'127901","JONES","'127","0","N","N","ANSON ISD","B","Meets Requirements","'14"," "
"'127903","JONES","'127","0","N","N","HAMLIN COLLEGIATE ISD","B","Meets Requirements","'14"," "
"'127904","JONES","'127","0","N","N","HAWLEY ISD","C","Meets Requirements","'14"," "
"'127905","JONES","'127"," ","N","N","LUEDERS-AVOCA ISD","A","Meets Requirements","'14"," "
"'127906","JONES","'127","0","N","N","STAMFORD ISD","A","Meets Requirements","'14"," "
"'128901","KARNES","'128","0","N","N","KARNES CITY ISD","B","Needs Assistance","'20"," "
"'128902","KARNES","'128","0","N","N","KENEDY ISD","B","Meets Requirements","'03"," "
"'128903","KARNES","'128","0","N","N","RUNGE ISD","C","Meets Requirements","'03"," "
"'128904","KARNES","'128","1","N","N","FALLS CITY ISD","A","Meets Requirements","'20"," "
"'129901","KAUFMAN","'129","0","N","N","CRANDALL ISD","B","Needs Assistance","'10"," "
"'129902","KAUFMAN","'129","0","N","N","FORNEY ISD","B","Needs Assistance","'10"," "
"'129903","KAUFMAN","'129","1","N","N","KAUFMAN ISD","A","Meets Requirements","'10"," "
"'129904","KAUFMAN","'129","0","N","N","KEMP ISD","C","Needs Assistance","'10"," "
"'129905","KAUFMAN","'129","0","N","N","MABANK ISD","A","Needs Assistance","'10"," "
"'129906","KAUFMAN","'129","0","N","N","TERRELL ISD","B","Needs Intervention","'10"," "
"'129910","KAUFMAN","'129","0","N","N","SCURRY-ROSSER ISD","B","Meets Requirements","'10"," "
"'130801","KENDALL","'130"," ","N","Y","MEADOWLAND CHARTER DISTRICT","Not Rated: Senate Bill 1365","Meets Requirements","'20","ASVAB Alternative Test Offered"
"'130901","KENDALL","'130","0","N","N","BOERNE ISD","A","Meets Requirements","'20"," "
"'130902","KENDALL","'130","0","N","N","COMFORT ISD","B","Meets Requirements","'13"," "
"'131001","KENEDY","'131"," ","N","N","KENEDY COUNTY WIDE CSD","B","Meets Requirements","'02"," "
"'132902","KENT","'132"," ","N","N","JAYTON-GIRARD ISD","A","Meets Requirements","'17"," "
"'133901","KERR","'133","0","N","N","CENTER POINT ISD","B","Meets Requirements","'20"," "
"'133902","KERR","'133"," ","N","N","HUNT ISD","B","Meets Requirements","'20"," "
"'133903","KERR","'133","0","N","N","KERRVILLE ISD","B","Meets Requirements","'20"," "
"'133904","KERR","'133","1","N","N","INGRAM ISD","A","Meets Requirements","'20"," "
"'133905","KERR","'133"," ","N","N","DIVIDE ISD","B","Meets Requirements","'20"," "
"'134901","KIMBLE","'134","0","N","N","JUNCTION ISD","B","Meets Requirements","'15"," "
"'135001","KING","'135"," ","N","N","GUTHRIE CSD","A","Meets Requirements","'17"," "
"'136901","KINNEY","'136","0","N","N","BRACKETT ISD","B","Meets Requirements","'20"," "
"'137901","KLEBERG","'137","0","N","N","KINGSVILLE ISD","C","Needs Substantial Intervention","'02"," "
"'137902","KLEBERG","'137"," ","N","N","RICARDO ISD","A","Meets Requirements","'02"," "
"'137903","KLEBERG","'137","0","N","N","RIVIERA ISD","A","Meets Requirements","'02"," "
"'137904","KLEBERG","'137","0","N","N","SANTA GERTRUDIS ISD","A","Meets Requirements","'02"," "
"'138902","KNOX","'138"," ","N","N","KNOX CITY-O'BRIEN CISD","B","Meets Requirements","'09"," "
"'138903","KNOX","'138","0","N","N","MUNDAY CISD","B","Meets Requirements","'09"," "
"'138904","KNOX","'138"," ","N","N","BENJAMIN ISD","A","Meets Requirements","'09"," "
"'139905","LAMAR","'139","0","N","N","CHISUM ISD","A","Meets Requirements","'08"," "
"'139909","LAMAR","'139","0","N","N","PARIS ISD","B","Meets Requirements","'08"," "
"'139911","LAMAR","'139","0","N","N","NORTH LAMAR ISD","C","Needs Assistance","'08"," "
"'139912","LAMAR","'139","0","N","N","PRAIRILAND ISD","B","Meets Requirements","'08"," "
"'140901","LAMB","'140"," ","N","N","AMHERST ISD","B","Meets Requirements","'17"," "
"'140904","LAMB","'140"," ","N","N","LITTLEFIELD ISD","Not Rated: Data Under Review","Meets Requirements","'17"," "
"'140905","LAMB","'140","0","N","N","OLTON ISD","B","Meets Requirements","'17"," "
"'140907","LAMB","'140"," ","N","N","SPRINGLAKE-EARTH ISD","Not Rated: Data Under Review","Meets Requirements","'17"," "
"'140908","LAMB","'140","1","N","N","SUDAN ISD","A","Meets Requirements","'17"," "
"'141901","LAMPASAS","'141","1","N","N","LAMPASAS ISD","A","Meets Requirements","'12"," "
"'141902","LAMPASAS","'141","0","N","N","LOMETA ISD","B","Meets Requirements","'12"," "
"'142901","LA SALLE","'142","0","N","N","COTULLA ISD","B","Needs Assistance","'20"," "
"'143901","LAVACA","'143","0","N","N","HALLETTSVILLE ISD","A","Meets Requirements","'03"," "
"'143902","LAVACA","'143","1","N","N","MOULTON ISD","A","Meets Requirements","'03"," "
"'143903","LAVACA","'143","0","N","N","SHINER ISD","A","Meets Requirements","'03"," "
"'143904","LAVACA","'143"," ","N","N","VYSEHRAD ISD","B","Meets Requirements","'03"," "
"'143905","LAVACA","'143"," ","N","N","SWEET HOME ISD","A","Meets Requirements","'03"," "
"'143906","LAVACA","'143"," ","N","N","EZZELL ISD","B","Meets Requirements","'03"," "
"'144901","LEE","'144","0","N","N","GIDDINGS ISD","A","Meets Requirements","'13"," "
"'144902","LEE","'144","0","N","N","LEXINGTON ISD","A","Meets Requirements","'13"," "
"'144903","LEE","'144"," ","N","N","DIME BOX ISD","C","Meets Requirements","'13"," "
"'145901","LEON","'145","1","N","N","BUFFALO ISD","A","Meets Requirements","'06"," "
"'145902","LEON","'145","0","N","N","CENTERVILLE ISD","B","Meets Requirements","'06"," "
"'145906","LEON","'145","0","N","N","NORMANGEE ISD","B","Meets Requirements","'06"," "
"'145907","LEON","'145","0","N","N","OAKWOOD ISD","B","Meets Requirements","'06"," "
"'145911","LEON","'145","0","N","N","LEON ISD","A","Meets Requirements","'06"," "
"'146901","LIBERTY","'146","0","N","N","CLEVELAND ISD","B","Needs Assistance","'04"," "
"'146902","LIBERTY","'146","0","N","N","DAYTON ISD","C","Needs Intervention","'04"," "
"'146903","LIBERTY","'146"," ","N","N","DEVERS ISD","A","Meets Requirements","'04"," "
"'146904","LIBERTY","'146"," ","N","N","HARDIN ISD","Not Rated: Data Under Review","Meets Requirements","'05"," "
"'146905","LIBERTY","'146","0","N","N","HULL-DAISETTA ISD","C","Meets Requirements","'05"," "
"'146906","LIBERTY","'146","0","N","N","LIBERTY ISD","B","Meets Requirements","'05"," "
"'146907","LIBERTY","'146","0","N","N","TARKINGTON ISD","B","Meets Requirements","'04"," "
"'147901","LIMESTONE","'147","0","N","N","COOLIDGE ISD","A","Meets Requirements","'12"," "
"'147902","LIMESTONE","'147","0","N","N","GROESBECK ISD","B","Needs Assistance","'12"," "
"'147903","LIMESTONE","'147","0","N","N","MEXIA ISD","B","Needs Intervention","'12"," "
"'148901","LIPSCOMB","'148","0","N","N","BOOKER ISD","A","Meets Requirements","'16"," "
"'148902","LIPSCOMB","'148"," ","N","N","FOLLETT ISD","B","Meets Requirements","'16"," "
"'148905","LIPSCOMB","'148"," ","N","N","DARROUZETT ISD","B","Meets Requirements","'16"," "
"'149901","LIVE OAK","'149","1","N","N","GEORGE WEST ISD","A","Meets Requirements","'02"," "
"'149902","LIVE OAK","'149","0","N","N","THREE RIVERS ISD","C","Meets Requirements","'02"," "
"'150901","LLANO","'150","1","N","N","LLANO ISD","A","Meets Requirements","'13"," "
"'152504","LUBBOCK","'152"," ","N","N","TEXAS TECH UNIVERSITY K-12","A","Meets Requirements","'17","ASVAB Test not Offered"
"'152802","LUBBOCK","'152"," ","N","Y","RISE ACADEMY","A","Meets Requirements","'17"," "
"'152803","LUBBOCK","'152"," ","Y","Y","TRIUMPH PUBLIC HIGH SCHOOLS-LUBBOCK","Not Rated: Data Under Review","Meets Requirements","'17"," "
"'152806","LUBBOCK","'152"," ","N","Y","BETTY M CONDRA SCHOOL FOR EDUCATION INNOVATION","Not Rated: Senate Bill 1365","Meets Requirements","'17"," "
"'152901","LUBBOCK","'152","0","N","N","LUBBOCK ISD","B","Needs Assistance","'17"," "
"'152902","LUBBOCK","'152","1","N","N","NEW DEAL ISD","B","Meets Requirements","'17"," "
"'152903","LUBBOCK","'152","0","N","N","SLATON ISD","B","Meets Requirements","'17"," "
"'152906","LUBBOCK","'152"," ","N","N","LUBBOCK-COOPER ISD","Not Rated: Data Under Review","Meets Requirements","'17"," "
"'152907","LUBBOCK","'152","1","N","N","FRENSHIP ISD","A","Meets Requirements","'17"," "
"'152908","LUBBOCK","'152","0","N","N","ROOSEVELT ISD","B","Needs Assistance","'17"," "
"'152909","LUBBOCK","'152","1","N","N","SHALLOWATER ISD","A","Meets Requirements","'17"," "
"'152910","LUBBOCK","'152","1","N","N","IDALOU ISD","A","Meets Requirements","'17"," "
"'153903","LYNN","'153"," ","N","N","O'DONNELL ISD","B","Meets Requirements","'17"," "
"'153904","LYNN","'153","1","N","N","TAHOKA ISD","A","Meets Requirements","'17"," "
"'153905","LYNN","'153"," ","N","N","NEW HOME ISD","A","Meets Requirements","'17"," "
"'153907","LYNN","'153"," ","N","N","WILSON ISD","B","Meets Requirements","'17"," "
"'154901","MADISON","'154","1","N","N","MADISONVILLE CISD","A","Meets Requirements","'06"," "
"'154903","MADISON","'154"," ","N","N","NORTH ZULCH ISD","A","Meets Requirements","'06"," "
"'155901","MARION","'155","0","N","N","JEFFERSON ISD","C","Needs Assistance","'08"," "
"'156902","MARTIN","'156","0","N","N","STANTON ISD","B","Needs Assistance","'18"," "
"'156905","MARTIN","'156"," ","N","N","GRADY ISD","A","Meets Requirements","'18"," "
"'157901","MASON","'157","1","N","N","MASON ISD","A","Meets Requirements","'15"," "
"'158901","MATAGORDA","'158","0","N","N","BAY CITY ISD","B","Needs Intervention","'03"," "
"'158902","MATAGORDA","'158","0","N","N","TIDEHAVEN ISD","A","Meets Requirements","'03"," "
"'158904","MATAGORDA","'158"," ","N","N","MATAGORDA ISD","C","Meets Requirements","'03"," "
"'158905","MATAGORDA","'158","0","N","N","PALACIOS ISD","B","Meets Requirements","'03"," "
"'158906","MATAGORDA","'158","0","N","N","VAN VLECK ISD","B","Meets Requirements","'03"," "
"'159901","MAVERICK","'159","0","N","N","EAGLE PASS ISD","B","Meets Requirements","'20"," "
"'160901","MCCULLOCH","'160","0","N","N","BRADY ISD","A","Meets Requirements","'15"," "
"'160904","MCCULLOCH","'160"," ","N","N","ROCHELLE ISD","A","Meets Requirements","'15"," "
"'160905","MCCULLOCH","'160"," ","N","N","LOHN ISD","Not Rated: Senate Bill 1365","Meets Requirements","'15"," "
"'161801","MCLENNAN","'161"," ","N","Y","WACO CHARTER SCHOOL","C","Meets Requirements","'12"," "
"'161802","MCLENNAN","'161","0","N","Y","RAPOPORT ACADEMY PUBLIC SCHOOL","B","Meets Requirements","'12"," "
"'161807","MCLENNAN","'161","0","N","Y","HARMONY PUBLIC SCHOOLS - NORTH TEXAS","A","Meets Requirements","'12"," "
"'161901","MCLENNAN","'161","0","N","N","CRAWFORD ISD","B","Meets Requirements","'12"," "
"'161903","MCLENNAN","'161","0","N","N","MIDWAY ISD","A","Meets Requirements","'12"," "
"'161906","MCLENNAN","'161","0","N","N","LA VEGA ISD","B","Needs Assistance","'12"," "
"'161907","MCLENNAN","'161","0","N","N","LORENA ISD","A","Meets Requirements","'12"," "
"'161908","MCLENNAN","'161","0","N","N","MART ISD","B","Meets Requirements","'12"," "
"'161909","MCLENNAN","'161","0","N","N","MCGREGOR ISD","B","Needs Assistance","'12"," "
"'161910","MCLENNAN","'161","0","N","N","MOODY ISD","B","Meets Requirements","'12"," "
"'161912","MCLENNAN","'161","0","N","N","RIESEL ISD","A","Meets Requirements","'12"," "
"'161914","MCLENNAN","'161","0","N","N","WACO ISD","C","Needs Substantial Intervention","'12"," "
"'161916","MCLENNAN","'161","0","N","N","WEST ISD","A","Meets Requirements","'12"," "
"'161918","MCLENNAN","'161","0","N","N","AXTELL ISD","A","Meets Requirements","'12"," "
"'161919","MCLENNAN","'161","0","N","N","BRUCEVILLE-EDDY ISD","B","Meets Requirements","'12"," "
"'161920","MCLENNAN","'161","0","N","N","CHINA SPRING ISD","A","Meets Requirements","'12"," "
"'161921","MCLENNAN","'161","0","N","N","CONNALLY ISD","B","Needs Intervention","'12"," "
"'161922","MCLENNAN","'161","0","N","N","ROBINSON ISD","A","Meets Requirements","'12"," "
"'161923","MCLENNAN","'161","0","N","N","BOSQUEVILLE ISD","A","Meets Requirements","'12"," "
"'161924","MCLENNAN","'161"," ","N","N","HALLSBURG ISD","B","Meets Requirements","'12"," "
"'161925","MCLENNAN","'161"," ","N","N","GHOLSON ISD","B","Meets Requirements","'12"," "
"'162904","MCMULLEN","'162"," ","N","N","MCMULLEN COUNTY ISD","A","Meets Requirements","'02"," "
"'163901","MEDINA","'163","0","N","N","DEVINE ISD","B","Meets Requirements","'20"," "
"'163902","MEDINA","'163"," ","N","N","D'HANIS ISD","B","Meets Requirements","'20"," "
"'163903","MEDINA","'163","0","N","N","NATALIA ISD","B","Needs Assistance","'20"," "
"'163904","MEDINA","'163","0","N","N","HONDO ISD","B","Meets Requirements","'20"," "
"'163908","MEDINA","'163","1","N","N","MEDINA VALLEY ISD","A","Meets Requirements","'20"," "
"'164901","MENARD","'164","0","N","N","MENARD ISD","B","Meets Requirements","'15"," "
"'165802","MIDLAND","'165"," ","N","Y","MIDLAND ACADEMY CHARTER SCHOOL","A","Meets Requirements","'18"," "
"'165901","MIDLAND","'165","0","N","N","MIDLAND ISD","B","Needs Assistance","'18"," "
"'165902","MIDLAND","'165","0","N","N","GREENWOOD ISD","B","Meets Requirements","'18"," "
"'166901","MILAM","'166","0","N","N","CAMERON ISD","B","Needs Assistance","'06"," "
"'166902","MILAM","'166"," ","N","N","GAUSE ISD","B","Meets Requirements","'06"," "
"'166903","MILAM","'166","0","N","N","MILANO ISD","A","Meets Requirements","'06"," "
